country_code,geoName,geoCode,Salt,Beef,Wine,Rum,Carrot,Cheese,Sugar,Chicken Wings,Lettuce,Bread,Butter,Dill,Onion,Hot Dog,Lemon,Pork,Pasta,Coriander,Potato,Ketchup,Pizza,Hamburger,Cucumber,Cumin,Tomato,Chocolate,Salad,Chickpeas,Milk,Apple,Garlic,Banana,Ice Cream,Cheddar,Corn,Yogurt,Tequila,Seafood,Beer,Mustard,Soup,Rice,Parsley
AL,Tirana,AL-11,74.19354838709677,20.8,21.5609756097561,26.625,18.421052631578945,33.0,33.33333333333333,0.0,80.0,29.250000000000004,41.51724137931035,66.66666666666666,62.81578947368421,40.0,98.0,7.6923076923076925,111.72413793103449,54.285714285714285,38.370370370370374,43.75,49.78947368421053,24.074074074074073,15.352941176470589,60.0,22.8,42.35294117647059,54.97058823529412,,44.0,57.99999999999999,42.46666666666667,100.0,27.658536585365855,65.21739130434783,213.12,24.885714285714286,37.85714285714286,54.0,32.048780487804876,30.18867924528302,152.38095238095238,68.57142857142857,102.53846153846153
AL,Vlora,AL-12,0.0,26.666666666666668,31.70731707317073,37.5,0.0,33.75,22.22222222222222,0.0,0.0,32.142857142857146,45.862068965517246,0.0,37.526315789473685,0.0,109.19999999999999,30.76923076923077,124.13793103448276,0.0,39.74074074074074,0.0,57.89473684210527,20.462962962962962,52.94117647058824,0.0,29.6,32.470588235294116,61.76470588235294,,36.666666666666664,39.44,81.46666666666667,86.0,41.487804878048784,0.0,164.16,37.142857142857146,29.285714285714285,300.0,43.90243902439025,0.0,88.38095238095238,54.285714285714285,119.23076923076923
AM,Aragatsotn Province,AM-AG,0.0,36.86666666666667,26.341463414634145,0.0,0.0,40.017857142857146,56.888888888888886,0.0,0.0,46.42857142857143,30.344827586206897,0.0,0.0,0.0,39.0,45.69230769230769,0.0,0.0,26.444444444444446,96.875,26.842105263157894,10.666666666666666,112.29411764705883,0.0,17.599999999999998,33.970588235294116,66.70588235294117,,63.06666666666666,25.96,52.666666666666664,60.0,40.78048780487805,0.0,0.0,0.0,0.0,0.0,16.170731707317074,0.0,42.285714285714285,16.785714285714285,0.0
AM,Ararat Province,AM-AR,0.0,27.066666666666666,27.21951219512195,0.0,0.0,29.410714285714285,50.96296296296296,0.0,0.0,41.785714285714285,39.724137931034484,0.0,21.315789473684212,0.0,37.5,24.923076923076923,0.0,0.0,25.185185185185187,47.46875,19.982456140350877,13.333333333333332,135.29411764705884,0.0,48.888888888888886,30.88235294117647,91.41176470588236,,61.599999999999994,33.0,46.0,30.0,32.73170731707317,0.0,0.0,0.0,0.0,0.0,20.926829268292682,0.0,46.285714285714285,18.571428571428573,0.0
AM,Armavir Province,AM-AV,0.0,28.0,21.951219512195124,0.0,0.0,32.785714285714285,52.74074074074074,0.0,0.0,39.464285714285715,39.172413793103445,0.0,39.473684210526315,0.0,41.25,42.230769230769226,8.482758620689655,0.0,18.88888888888889,79.4375,29.82456140350877,21.333333333333332,115.0,0.0,42.53333333333333,27.794117647058822,81.52941176470588,,73.33333333333333,27.72,39.33333333333333,15.6,40.78048780487805,0.0,0.0,0.0,0.0,0.0,7.2926829268292686,0.0,45.14285714285714,17.142857142857142,0.0
AM,Gegharkunik Province,AM-GR,0.0,0.0,20.195121951219512,0.0,0.0,40.5,46.81481481481481,0.0,0.0,41.32142857142857,0.0,0.0,0.0,0.0,12.75,54.0,0.0,0.0,26.75925925925926,0.0,17.0,0.0,48.70588235294118,0.0,35.199999999999996,22.941176470588236,88.94117647058823,,48.4,21.12,66.66666666666666,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.142857142857142,0.0,0.0
AM,Kotayk Province,AM-KT,0.0,37.333333333333336,24.146341463414632,0.0,0.0,33.75,48.59259259259259,0.0,0.0,30.642857142857142,27.586206896551722,0.0,32.36842105263158,0.0,50.25,60.92307692307692,9.517241379310345,0.0,25.814814814814817,59.09375,21.7719298245614,19.0,119.05882352941177,0.0,24.444444444444443,32.205882352941174,100.05882352941177,,56.46666666666666,27.72,32.0,41.4,53.65853658536586,0.0,0.0,0.0,0.0,0.0,19.975609756097562,0.0,44.0,16.42857142857143,0.0
AM,Lori Province,AM-LO,0.0,26.133333333333333,16.682926829268293,0.0,0.0,40.017857142857146,54.51851851851852,0.0,0.0,29.714285714285715,0.0,0.0,0.0,0.0,75.0,69.23076923076923,0.0,0.0,14.481481481481483,0.0,24.157894736842103,0.0,83.88235294117648,0.0,25.42222222222222,35.294117647058826,112.41176470588236,,68.93333333333332,22.0,0.0,45.0,47.21951219512195,0.0,0.0,0.0,0.0,0.0,23.146341463414636,0.0,46.857142857142854,0.0,0.0
AM,Shirak Province,AM-SH,0.0,19.6,21.51219512195122,0.0,0.0,34.23214285714286,59.25925925925925,0.0,0.0,37.60714285714286,31.448275862068964,0.0,15.789473684210527,0.0,69.75,68.53846153846153,9.310344827586206,0.0,31.48148148148148,51.34375,21.7719298245614,18.333333333333332,74.41176470588236,0.0,20.53333333333333,38.38235294117647,97.58823529411765,,63.06666666666666,22.88,40.666666666666664,19.8,27.902439024390247,0.0,0.0,0.0,0.0,0.0,19.975609756097562,0.0,42.857142857142854,27.857142857142858,0.0
AM,Syunik Province,AM-SU,0.0,0.0,28.975609756097562,0.0,0.0,25.55357142857143,42.666666666666664,0.0,0.0,43.17857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.12962962962963,0.0,21.7719298245614,0.0,93.3529411764706,0.0,37.15555555555555,29.11764705882353,123.52941176470588,,54.266666666666666,19.36,0.0,0.0,47.21951219512195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.857142857142854,0.0,0.0
AM,Tavush Province,AM-TV,0.0,0.0,39.951219512195124,0.0,0.0,24.589285714285715,0.0,0.0,0.0,37.60714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.64814814814815,0.0,25.350877192982455,0.0,96.05882352941177,0.0,23.466666666666665,44.11764705882353,118.58823529411765,,39.599999999999994,14.08,0.0,0.0,23.073170731707318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM,Vayots Dzor Province,AM-VD,0.0,0.0,32.926829268292686,0.0,0.0,0.0,0.0,0.0,0.0,40.85714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.70588235294117,,0.0,6.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AM,Yerevan,AM-ER,77.41935483870968,46.666666666666664,43.90243902439025,25.0,28.947368421052634,48.214285714285715,54.51851851851852,0.0,200.0,41.785714285714285,55.172413793103445,100.0,30.0,70.0,60.0,67.84615384615384,20.689655172413794,85.71428571428571,23.925925925925927,33.90625,26.543859649122805,33.33333333333333,86.58823529411765,100.0,31.288888888888888,40.14705882352941,108.70588235294119,,66.73333333333333,44.0,40.666666666666664,45.6,50.97560975609756,0.0,0.0,22.857142857142858,185.71428571428572,133.33333333333331,31.70731707317073,30.18867924528302,57.14285714285714,35.714285714285715,69.23076923076923
AT,Burgenland,AT-1,61.83870967741935,51.0,58.536585365853654,46.5,67.05263157894737,53.51785714285714,75.55555555555556,0.0,0.0,71.42857142857143,63.0,100.0,89.47368421052632,41.6,81.0,53.53846153846154,40.3448275862069,76.37142857142858,73.33333333333333,137.5,81.40350877192984,73.77777777777777,103.76470588235294,100.0,80.0,40.5,56.47058823529412,,67.46666666666667,61.92,79.2,60.199999999999996,64.39024390243902,0.0,153.6,105.3142857142857,109.71428571428571,58.666666666666664,98.78048780487805,75.47169811320755,95.23809523809523,64.42857142857143,82.6923076923077
AT,Carinthia,AT-2,81.0,47.4,31.609756097560975,39.0,54.52631578947368,51.535714285714285,70.22222222222221,0.0,52.8,56.42857142857143,64.44827586206897,32.0,72.47368421052632,54.400000000000006,89.0,51.07692307692308,45.0,49.371428571428574,67.62962962962962,116.875,84.45614035087719,69.33333333333333,105.88235294117648,78.0,76.0,40.5,48.70588235294118,,63.8,53.32,73.60000000000001,47.599999999999994,48.292682926829265,48.69565217391304,165.12,100.97142857142856,77.71428571428571,32.0,113.41463414634146,53.58490566037736,80.95238095238095,60.5,73.07692307692308
AT,Lower Austria,AT-3,76.64516129032258,54.0,40.390243902439025,36.0,58.21052631578947,51.535714285714285,82.66666666666666,0.0,40.8,64.28571428571429,63.0,75.0,82.3157894736842,62.400000000000006,88.0,54.769230769230774,45.51724137931035,53.22857142857143,70.88888888888889,137.5,84.45614035087719,75.55555555555556,102.70588235294117,72.0,71.2,41.5,53.64705882352941,,67.46666666666667,61.92,74.4,51.8,62.92682926829268,69.56521739130434,168.95999999999998,100.97142857142856,98.28571428571428,46.0,104.8780487804878,66.41509433962264,83.80952380952381,66.0,90.38461538461539
AT,Salzburg,AT-5,64.45161290322581,60.0,33.36585365853659,36.0,48.63157894736842,57.482142857142854,77.33333333333333,0.0,57.0,62.142857142857146,63.724137931034484,45.0,70.6842105263158,45.6,76.0,59.07692307692308,44.48275862068966,39.34285714285714,69.25925925925925,125.125,89.54385964912281,73.77777777777777,84.70588235294117,58.0,57.6,50.0,50.82352941176471,,73.33333333333333,62.78,65.60000000000001,54.599999999999994,59.26829268292683,80.8695652173913,186.23999999999998,95.54285714285713,93.71428571428571,38.0,114.6341463414634,58.86792452830189,80.0,64.42857142857143,82.6923076923077
AT,Styria,AT-6,67.93548387096774,55.199999999999996,39.80487804878049,46.5,58.21052631578947,48.232142857142854,71.11111111111111,0.0,36.0,61.42857142857143,63.724137931034484,41.0,71.57894736842105,64.0,85.0,52.307692307692314,37.758620689655174,40.114285714285714,71.7037037037037,129.25,77.33333333333334,69.33333333333333,90.0,64.0,66.4,43.5,50.117647058823536,,67.46666666666667,67.08,66.4,51.099999999999994,60.731707317073166,61.73913043478261,163.2,98.8,97.14285714285714,27.333333333333332,121.95121951219512,60.37735849056604,76.19047619047619,69.14285714285714,78.84615384615385
AT,Tyrol,AT-7,87.09677419354838,47.4,37.46341463414634,150.0,60.421052631578945,54.17857142857143,70.22222222222221,0.0,43.199999999999996,65.0,62.275862068965516,41.0,75.15789473684211,38.400000000000006,77.0,49.23076923076923,41.37931034482759,51.68571428571429,76.5925925925926,101.75,89.54385964912281,72.88888888888889,72.0,61.0,64.8,39.5,57.1764705882353,,65.26666666666667,63.64,64.8,60.9,47.5609756097561,66.08695652173913,192.0,98.8,114.28571428571428,43.33333333333333,89.02439024390243,61.132075471698116,80.95238095238095,62.07142857142857,75.0
AT,Upper Austria,AT-4,73.16129032258064,52.8,29.853658536585364,40.5,56.0,53.51785714285714,76.44444444444444,0.0,39.0,60.0,64.44827586206897,56.0,77.84210526315789,39.2,85.0,53.53846153846154,39.310344827586206,60.94285714285714,74.14814814814814,125.125,72.24561403508773,69.33333333333333,101.64705882352942,65.0,67.2,39.0,53.64705882352941,,71.13333333333333,61.92,73.60000000000001,45.5,50.48780487804878,37.391304347826086,163.2,108.57142857142857,76.57142857142857,28.666666666666664,102.4390243902439,59.62264150943397,74.28571428571428,65.21428571428571,77.88461538461539
AT,Vienna,AT-9,80.12903225806451,57.599999999999994,42.731707317073166,42.0,56.0,56.82142857142857,88.88888888888889,0.0,60.0,65.71428571428572,72.41379310344827,61.0,84.10526315789474,80.0,91.0,61.53846153846154,51.724137931034484,70.97142857142858,74.14814814814814,114.125,92.59649122807018,88.88888888888889,96.3529411764706,95.0,71.2,48.5,59.294117647058826,,71.86666666666666,86.0,80.0,70.0,73.17073170731707,66.08695652173913,165.12,98.8,102.85714285714285,66.66666666666666,96.34146341463415,64.15094339622642,92.38095238095238,78.57142857142857,96.15384615384616
AT,Vorarlberg,AT-8,83.61290322580645,40.8,38.048780487804876,52.5,73.68421052631578,66.07142857142857,77.33333333333333,0.0,43.199999999999996,71.42857142857143,65.89655172413794,53.0,82.3157894736842,42.400000000000006,100.0,44.92307692307693,45.51724137931035,77.14285714285715,81.48148148148148,119.625,101.75438596491229,64.0,93.17647058823529,92.0,67.2,42.5,70.58823529411765,,71.86666666666666,66.22,75.2,47.599999999999994,53.41463414634146,86.95652173913044,109.44,94.45714285714286,86.85714285714285,30.0,86.58536585365853,65.66037735849056,87.61904761904762,75.42857142857143,71.15384615384616
BY,Brest Region,BY-BR,107.03225806451613,59.4,51.21951219512195,60.0,84.73684210526315,120.0,129.62962962962962,0.0,64.8,53.57142857142857,54.62068965517241,149.33333333333334,187.57894736842107,70.0,86.9,293.3076923076923,41.689655172413794,60.97142857142857,90.51851851851852,178.125,85.75438596491227,32.407407407407405,511.764705882353,29.5,142.0,48.05882352941177,252.94117647058826,,153.33333333333334,33.06,119.60000000000001,37.6,66.48780487804878,0.0,0.0,33.2,171.42857142857142,184.0,68.8048780487805,70.26415094339623,125.66666666666667,78.03571428571428,80.76923076923077
BY,Gomel Region,BY-HO,124.64516129032258,70.39999999999999,48.146341463414636,62.5,80.13157894736842,117.5,117.96296296296296,40.0,72.8,50.357142857142854,58.96551724137931,141.55555555555557,191.84210526315792,60.199999999999996,105.60000000000001,264.9230769230769,44.827586206896555,40.857142857142854,95.33333333333333,163.875,91.22807017543859,42.592592592592595,482.3529411764706,50.0,128.0,55.32352941176471,244.11764705882354,,144.13333333333335,38.0,111.93333333333334,29.200000000000003,70.73170731707317,0.0,0.0,35.6,130.28571428571428,184.0,66.53658536585365,70.26415094339623,118.76190476190476,82.14285714285714,50.88461538461539
BY,Hrodna Region,BY-HR,113.80645161290322,53.53333333333333,49.170731707317074,62.5,84.73684210526315,117.5,117.96296296296296,0.0,57.6,49.82142857142857,52.13793103448276,155.55555555555557,164.13157894736844,52.5,86.9,290.15384615384613,43.03448275862069,37.714285714285715,84.74074074074073,121.125,72.98245614035088,33.333333333333336,494.11764705882354,34.5,144.0,51.411764705882355,258.82352941176475,,139.53333333333333,36.1,111.93333333333334,37.6,59.41463414634146,0.0,0.0,40.0,140.57142857142856,146.66666666666666,75.60975609756098,73.0377358490566,118.76190476190476,75.57142857142857,58.15384615384615
BY,Minsk Region,BY-MI,92.12903225806451,73.33333333333333,51.21951219512195,56.875,92.10526315789474,122.5,121.85185185185185,0.0,80.0,47.67857142857143,62.06896551724138,146.22222222222223,213.15789473684214,64.39999999999999,101.2,315.38461538461536,43.03448275862069,37.714285714285715,92.44444444444444,144.28125,78.45614035087719,45.370370370370374,588.2352941176471,23.0,174.0,55.88235294117647,276.47058823529414,,150.26666666666668,34.96,153.33333333333334,40.0,65.07317073170731,0.0,0.0,34.0,130.28571428571428,266.66666666666663,67.29268292682927,78.58490566037736,138.0952380952381,75.57142857142857,70.26923076923077
BY,Mogilev Region,BY-MA,121.93548387096773,63.06666666666666,50.707317073170735,56.25,85.65789473684211,115.0,127.03703703703704,0.0,60.0,49.82142857142857,60.827586206896555,155.55555555555557,189.71052631578948,62.3,110.00000000000001,246.0,38.10344827586207,62.857142857142854,90.51851851851852,154.96875,88.49122807017544,46.2962962962963,541.1764705882354,34.0,172.0,51.411764705882355,264.7058823529412,,136.46666666666667,33.82,128.8,29.6,67.1951219512195,0.0,0.0,32.800000000000004,128.57142857142856,186.66666666666666,69.5609756097561,92.45283018867924,127.04761904761905,78.03571428571428,71.88461538461539
BY,Vitebsk Region,BY-VI,135.48387096774192,54.266666666666666,49.6829268292683,61.875,86.57894736842105,125.0,127.03703703703704,0.0,60.0,49.82142857142857,60.827586206896555,127.55555555555556,202.50000000000003,54.599999999999994,89.10000000000001,280.6923076923077,38.55172413793103,39.6,96.29629629629629,146.0625,83.01754385964912,34.72222222222222,558.8235294117648,47.0,200.0,54.20588235294118,294.11764705882354,,148.73333333333335,38.0,130.33333333333334,38.400000000000006,62.24390243902439,0.0,0.0,33.2,128.57142857142856,202.66666666666666,64.26829268292683,75.81132075471699,136.71428571428572,69.82142857142857,75.92307692307692
BE,Brussels,BE-BRU,47.032258064516135,44.666666666666664,62.0,66.25,40.44736842105264,83.46428571428571,84.44444444444444,0.0,80.0,64.28571428571428,78.0,100.0,79.02631578947368,67.2,35.0,63.46153846153846,123.72413793103449,94.28571428571428,88.66666666666667,79.6875,60.52631578947368,77.77777777777779,85.0,90.0,88.0,92.76470588235294,79.41176470588235,,84.0,80.0,50.400000000000006,117.6,48.390243902439025,91.82608695652173,41.440000000000005,84.85714285714285,83.0,100.0,119.51219512195121,60.113207547169814,95.85714285714286,89.28571428571429,99.0
BE,Flanders,BE-VLG,43.5483870967742,26.0,62.0,71.25,10.68421052631579,79.39285714285714,62.22222222222223,48.800000000000004,47.2,48.857142857142854,55.0,98.0,61.578947368421055,80.0,28.0,33.0,138.0689655172414,74.48571428571428,88.66666666666667,93.75,56.14035087719298,56.0,77.0,79.2,86.66666666666666,55.88235294117647,54.79411764705882,,54.13333333333333,77.60000000000001,24.8,120.0,46.829268292682926,90.78260869565217,112.00000000000001,82.28571428571428,100.0,40.0,94.41463414634146,47.886792452830186,70.71428571428571,66.96428571428572,76.0
BE,Walloon Region,BE-WAL,58.06451612903226,66.66666666666666,75.60975609756098,125.0,76.31578947368422,101.78571428571428,111.11111111111111,80.0,72.8,85.71428571428571,100.0,81.0,102.63157894736842,53.6,22.049999999999997,84.61538461538461,179.31034482758622,59.4,105.55555555555556,83.4375,87.71929824561403,62.22222222222222,100.0,79.2,133.33333333333331,111.76470588235294,77.8235294117647,,93.33333333333333,64.8,80.0,61.199999999999996,78.04878048780488,104.34782608695652,26.880000000000003,85.71428571428571,76.0,19.0,94.41463414634146,101.88679245283019,157.14285714285714,86.60714285714286,100.0
BA,Brčko Distrikt,BA-BRC,0.0,0.0,25.75609756097561,0.0,43.5,123.21428571428572,144.44444444444443,0.0,0.0,89.28571428571429,60.93103448275862,0.0,202.6315789473684,0.0,195.0,75.6923076923077,58.620689655172406,0.0,116.14814814814814,0.0,39.78947368421053,0.0,97.88235294117646,0.0,86.0,102.94117647058823,100.0,,133.33333333333331,14.3,135.79999999999998,130.0,92.6829268292683,0.0,0.0,145.7142857142857,0.0,0.0,56.70731707317073,0.0,84.0,78.57142857142857,153.92307692307693
BA,Federation of Bosnia and Herzegovina,BA-BIH,48.38709677419355,13.333333333333334,27.70731707317073,32.25,76.31578947368422,92.41071428571429,125.66666666666667,0.0,160.0,75.89285714285715,65.51724137931035,83.33333333333334,133.73684210526315,60.0,146.25,40.61538461538462,48.655172413793096,43.42857142857142,101.92592592592592,71.25,47.368421052631575,25.925925925925924,110.11764705882352,70.0,86.95555555555556,80.29411764705881,63.0,,86.66666666666666,22.0,116.19999999999999,114.4,68.58536585365854,23.086956521739133,288.96,107.82857142857142,72.85714285714285,165.0,37.19512195121951,37.84905660377358,78.0,67.57142857142857,194.0769230769231
BA,Republika Srpska,BA-SRP,47.903225806451616,10.933333333333334,39.02439024390244,37.5,75.55263157894737,108.42857142857143,114.11111111111111,0.0,156.8,85.71428571428572,49.79310344827586,75.0,162.10526315789474,59.4,169.65,92.3076923076923,45.72413793103448,57.14285714285714,118.5185185185185,118.75,42.1578947368421,17.88888888888889,152.94117647058823,58.8,95.55555555555556,88.52941176470587,84.0,,92.0,15.62,140.0,92.3,73.21951219512195,39.130434782608695,336.0,131.14285714285714,85.71428571428571,166.66666666666669,60.97560975609756,64.15094339622641,85.71428571428571,73.07142857142857,223.0769230769231
BG,Blagoevgrad Province,BG-01,53.677419354838705,12.0,51.21951219512195,29.0,9.0,122.85714285714286,87.7037037037037,0.0,240.0,58.92857142857143,145.13793103448276,144.0,76.63157894736842,0.0,72.9,224.0,27.413793103448278,32.68571428571428,120.88888888888889,83.3125,43.228070175438596,20.333333333333332,122.29411764705881,66.0,94.06666666666668,61.17647058823529,110.97058823529412,,138.33333333333334,28.060000000000002,51.8,25.2,66.34146341463415,0.0,34.08,6.857142857142857,43.0,83.33333333333334,45.75609756097561,40.41509433962264,157.7142857142857,139.07142857142858,77.73076923076923
BG,Burgas,BG-02,66.06451612903226,17.8,55.48780487804878,50.0,8.052631578947368,139.75,97.18518518518518,0.0,108.0,58.92857142857143,178.79310344827587,150.0,78.0,43.0,86.4,267.07692307692304,34.13793103448276,33.42857142857143,119.1111111111111,33.90625,36.49122807017544,26.0,158.8235294117647,51.7,116.2,57.35294117647059,119.61764705882352,,136.66666666666669,29.900000000000002,98.0,26.4,80.4390243902439,69.56521739130434,9.6,10.857142857142856,100.0,166.66666666666669,62.82926829268293,41.20754716981132,180.57142857142856,185.42857142857144,97.57692307692307
BG,Dobrich Province,BG-08,67.09677419354838,0.0,60.97560975609756,27.5,12.789473684210526,136.67857142857144,106.66666666666666,0.0,136.79999999999998,63.64285714285714,176.68965517241378,189.0,87.57894736842105,0.0,91.80000000000001,254.15384615384613,30.517241379310345,42.34285714285714,131.55555555555554,69.75,28.07017543859649,17.0,138.17647058823528,80.30000000000001,136.4888888888889,55.8235294117647,135.47058823529412,,128.33333333333334,24.84,95.19999999999999,27.0,80.4390243902439,0.0,0.0,11.428571428571427,21.0,98.33333333333334,61.463414634146346,70.52830188679246,166.85714285714286,149.60714285714286,104.19230769230768
BG,Gabrovo,BG-07,103.2258064516129,0.0,51.829268292682926,0.0,13.736842105263158,129.0,117.33333333333333,0.0,175.2,66.0,185.10344827586206,204.0,104.0,0.0,135.0,301.53846153846155,27.413793103448278,32.68571428571428,119.1111111111111,55.21875,30.877192982456137,17.0,77.8235294117647,63.800000000000004,119.8888888888889,76.47058823529412,141.23529411764704,,166.66666666666669,23.92,91.0,28.799999999999997,43.95121951219512,0.0,0.0,13.428571428571427,0.0,0.0,64.87804878048782,0.0,221.7142857142857,153.82142857142858,97.57692307692307
BG,Haskovo Province,BG-26,32.0,0.0,46.951219512195124,31.0,7.263157894736842,148.96428571428572,101.92592592592592,0.0,129.6,66.0,178.79310344827587,192.0,91.6842105263158,0.0,102.60000000000001,254.15384615384613,28.965517241379313,11.885714285714286,126.22222222222221,44.5625,27.50877192982456,10.333333333333332,128.6470588235294,51.7,136.4888888888889,65.76470588235294,112.41176470588235,,148.33333333333334,24.84,102.19999999999999,25.2,63.02439024390244,0.0,16.32,7.428571428571428,0.0,0.0,38.926829268292686,42.0,148.57142857142856,158.03571428571428,104.19230769230768
BG,Jambol,BG-28,0.0,0.0,46.951219512195124,0.0,5.842105263157895,141.2857142857143,96.0,0.0,177.6,78.57142857142857,174.58620689655172,159.0,136.8421052631579,0.0,87.75,430.7692307692308,38.27586206896552,74.28571428571429,144.0,62.96875,29.75438596491228,23.333333333333332,158.8235294117647,55.00000000000001,175.22222222222223,62.705882352941174,132.58823529411765,,148.33333333333334,18.400000000000002,103.6,49.199999999999996,62.19512195121951,0.0,0.0,7.142857142857142,0.0,0.0,43.024390243902445,47.54716981132076,169.14285714285714,210.71428571428572,82.6923076923077
